Frequency,CMD,S11_r,S11_x,S21_r,S21_x,S12_r,S12_x,S22_r,S22_x
1.29E+07,caps hf  0 0 2 47,-5.40E-01,9.49E-02,2.60E-01,7.54E-01,2.59E-01,7.55E-01,-4.64E-01,2.66E-01
1.29E+07,caps hf  0 0 2 48,-5.41E-01,9.32E-02,2.63E-01,7.54E-01,2.63E-01,7.54E-01,-4.61E-01,2.72E-01
1.29E+07,caps hf  0 0 2 49,-5.41E-01,9.29E-02,2.64E-01,7.54E-01,2.64E-01,7.54E-01,-4.61E-01,2.73E-01
1.29E+07,caps hf  0 0 2 50,-5.41E-01,9.25E-02,2.64E-01,7.54E-01,2.64E-01,7.54E-01,-4.60E-01,2.74E-01
1.29E+07,caps hf  0 0 2 51,-5.41E-01,9.22E-02,2.65E-01,7.54E-01,2.65E-01,7.54E-01,-4.59E-01,2.75E-01
1.29E+07,caps hf  0 0 2 52,-5.41E-01,9.19E-02,2.65E-01,7.53E-01,2.65E-01,7.53E-01,-4.59E-01,2.76E-01
1.29E+07,caps hf  0 0 2 53,-5.41E-01,9.15E-02,2.66E-01,7.53E-01,2.66E-01,7.53E-01,-4.58E-01,2.77E-01
1.29E+07,caps hf  0 0 2 54,-5.41E-01,9.12E-02,2.66E-01,7.53E-01,2.67E-01,7.53E-01,-4.58E-01,2.78E-01
1.29E+07,caps hf  0 0 2 55,-5.41E-01,9.09E-02,2.67E-01,7.53E-01,2.67E-01,7.53E-01,-4.57E-01,2.79E-01
1.29E+07,caps hf  0 0 2 56,-5.41E-01,9.05E-02,2.67E-01,7.52E-01,2.68E-01,7.53E-01,-4.57E-01,2.80E-01
1.29E+07,caps hf  0 0 2 57,-5.41E-01,9.02E-02,2.68E-01,7.52E-01,2.68E-01,7.52E-01,-4.56E-01,2.81E-01
1.29E+07,caps hf  0 0 2 58,-5.41E-01,8.98E-02,2.69E-01,7.52E-01,2.69E-01,7.52E-01,-4.55E-01,2.82E-01
1.29E+07,caps hf  0 0 2 59,-5.42E-01,8.95E-02,2.69E-01,7.52E-01,2.70E-01,7.52E-01,-4.55E-01,2.83E-01
1.29E+07,caps hf  0 0 2 60,-5.42E-01,8.92E-02,2.70E-01,7.51E-01,2.70E-01,7.52E-01,-4.54E-01,2.84E-01
1.29E+07,caps hf  0 0 2 61,-5.42E-01,8.88E-02,2.70E-01,7.51E-01,2.71E-01,7.51E-01,-4.54E-01,2.85E-01
1.29E+07,caps hf  0 0 2 62,-5.42E-01,8.85E-02,2.71E-01,7.51E-01,2.71E-01,7.51E-01,-4.53E-01,2.86E-01
1.29E+07,caps hf  0 0 2 63,-5.42E-01,8.81E-02,2.71E-01,7.51E-01,2.72E-01,7.51E-01,-4.52E-01,2.87E-01
1.29E+07,caps hf  0 0 3 0,-5.43E-01,8.57E-02,2.75E-01,7.49E-01,2.75E-01,7.49E-01,-4.50E-01,2.92E-01
1.29E+07,caps hf  0 0 3 1,-5.43E-01,8.55E-02,2.75E-01,7.48E-01,2.75E-01,7.49E-01,-4.49E-01,2.93E-01
1.29E+07,caps hf  0 0 3 2,-5.43E-01,8.53E-02,2.76E-01,7.48E-01,2.76E-01,7.49E-01,-4.49E-01,2.94E-01
1.29E+07,caps hf  0 0 3 3,-5.43E-01,8.51E-02,2.76E-01,7.48E-01,2.76E-01,7.49E-01,-4.48E-01,2.95E-01
1.29E+07,caps hf  0 0 3 4,-5.43E-01,8.49E-02,2.77E-01,7.48E-01,2.77E-01,7.49E-01,-4.47E-01,2.96E-01
1.29E+07,caps hf  0 0 3 5,-5.43E-01,8.47E-02,2.77E-01,7.47E-01,2.78E-01,7.48E-01,-4.47E-01,2.97E-01
1.29E+07,caps hf  0 0 3 6,-5.43E-01,8.46E-02,2.78E-01,7.47E-01,2.78E-01,7.48E-01,-4.46E-01,2.98E-01
1.29E+07,caps hf  0 0 3 7,-5.43E-01,8.44E-02,2.78E-01,7.47E-01,2.79E-01,7.48E-01,-4.46E-01,2.99E-01
1.29E+07,caps hf  0 0 3 8,-5.43E-01,8.42E-02,2.79E-01,7.46E-01,2.79E-01,7.48E-01,-4.45E-01,3.00E-01
1.29E+07,caps hf  0 0 3 9,-5.43E-01,8.40E-02,2.79E-01,7.46E-01,2.80E-01,7.47E-01,-4.44E-01,3.01E-01
1.29E+07,caps hf  0 0 3 10,-5.43E-01,8.38E-02,2.80E-01,7.46E-01,2.80E-01,7.47E-01,-4.44E-01,3.02E-01
1.29E+07,caps hf  0 0 3 11,-5.43E-01,8.36E-02,2.80E-01,7.46E-01,2.81E-01,7.47E-01,-4.43E-01,3.03E-01
1.29E+07,caps hf  0 0 3 12,-5.43E-01,8.34E-02,2.81E-01,7.45E-01,2.81E-01,7.47E-01,-4.42E-01,3.04E-01
1.29E+07,caps hf  0 0 3 13,-5.43E-01,8.32E-02,2.81E-01,7.45E-01,2.82E-01,7.46E-01,-4.42E-01,3.05E-01
1.29E+07,caps hf  0 0 3 14,-5.43E-01,8.30E-02,2.82E-01,7.45E-01,2.83E-01,7.46E-01,-4.41E-01,3.06E-01
1.29E+07,caps hf  0 0 3 15,-5.43E-01,8.28E-02,2.82E-01,7.45E-01,2.83E-01,7.46E-01,-4.41E-01,3.07E-01
1.29E+07,caps hf  0 0 3 16,-5.44E-01,8.08E-02,2.86E-01,7.44E-01,2.86E-01,7.44E-01,-4.37E-01,3.13E-01
1.29E+07,caps hf  0 0 3 17,-5.44E-01,8.06E-02,2.86E-01,7.44E-01,2.86E-01,7.44E-01,-4.36E-01,3.13E-01
1.29E+07,caps hf  0 0 3 18,-5.44E-01,8.03E-02,2.87E-01,7.44E-01,2.87E-01,7.44E-01,-4.36E-01,3.14E-01
1.29E+07,caps hf  0 0 3 19,-5.44E-01,8.00E-02,2.87E-01,7.43E-01,2.88E-01,7.43E-01,-4.35E-01,3.15E-01
1.29E+07,caps hf  0 0 3 20,-5.45E-01,7.98E-02,2.88E-01,7.43E-01,2.88E-01,7.43E-01,-4.35E-01,3.16E-01
1.29E+07,caps hf  0 0 3 21,-5.45E-01,7.95E-02,2.88E-01,7.43E-01,2.89E-01,7.43E-01,-4.34E-01,3.17E-01
1.29E+07,caps hf  0 0 3 22,-5.45E-01,7.93E-02,2.89E-01,7.42E-01,2.89E-01,7.43E-01,-4.33E-01,3.18E-01
1.29E+07,caps hf  0 0 3 23,-5.45E-01,7.90E-02,2.89E-01,7.42E-01,2.90E-01,7.42E-01,-4.33E-01,3.19E-01
1.29E+07,caps hf  0 0 3 24,-5.45E-01,7.88E-02,2.90E-01,7.42E-01,2.90E-01,7.42E-01,-4.32E-01,3.20E-01
1.29E+07,caps hf  0 0 3 25,-5.45E-01,7.85E-02,2.90E-01,7.41E-01,2.91E-01,7.42E-01,-4.32E-01,3.21E-01
1.29E+07,caps hf  0 0 3 26,-5.45E-01,7.83E-02,2.91E-01,7.41E-01,2.91E-01,7.42E-01,-4.31E-01,3.21E-01
1.29E+07,caps hf  0 0 3 27,-5.45E-01,7.80E-02,2.91E-01,7.41E-01,2.92E-01,7.41E-01,-4.30E-01,3.22E-01
1.29E+07,caps hf  0 0 3 28,-5.45E-01,7.78E-02,2.92E-01,7.41E-01,2.92E-01,7.41E-01,-4.30E-01,3.23E-01
1.29E+07,caps hf  0 0 3 29,-5.45E-01,7.75E-02,2.92E-01,7.40E-01,2.93E-01,7.41E-01,-4.29E-01,3.24E-01
1.29E+07,caps hf  0 0 3 30,-5.45E-01,7.72E-02,2.92E-01,7.40E-01,2.93E-01,7.41E-01,-4.28E-01,3.25E-01
1.29E+07,caps hf  0 0 3 31,-5.46E-01,7.70E-02,2.93E-01,7.40E-01,2.94E-01,7.40E-01,-4.28E-01,3.26E-01
1.29E+07,caps hf  0 0 3 32,-5.46E-01,7.48E-02,2.97E-01,7.37E-01,2.96E-01,7.38E-01,-4.23E-01,3.32E-01
1.29E+07,caps hf  0 0 3 33,-5.46E-01,7.45E-02,2.97E-01,7.37E-01,2.97E-01,7.38E-01,-4.23E-01,3.33E-01
1.29E+07,caps hf  0 0 3 34,-5.46E-01,7.42E-02,2.98E-01,7.37E-01,2.97E-01,7.38E-01,-4.22E-01,3.34E-01
1.29E+07,caps hf  0 0 3 35,-5.46E-01,7.39E-02,2.98E-01,7.37E-01,2.98E-01,7.38E-01,-4.21E-01,3.35E-01
1.29E+07,caps hf  0 0 3 36,-5.47E-01,7.36E-02,2.99E-01,7.37E-01,2.98E-01,7.37E-01,-4.21E-01,3.36E-01
1.29E+07,caps hf  0 0 3 37,-5.47E-01,7.34E-02,2.99E-01,7.36E-01,2.99E-01,7.37E-01,-4.20E-01,3.36E-01
1.29E+07,caps hf  0 0 3 38,-5.47E-01,7.31E-02,3.00E-01,7.36E-01,2.99E-01,7.37E-01,-4.20E-01,3.37E-01
1.29E+07,caps hf  0 0 3 39,-5.47E-01,7.28E-02,3.00E-01,7.36E-01,3.00E-01,7.37E-01,-4.19E-01,3.38E-01
1.29E+07,caps hf  0 0 3 40,-5.47E-01,7.25E-02,3.01E-01,7.36E-01,3.00E-01,7.37E-01,-4.18E-01,3.39E-01
1.29E+07,caps hf  0 0 3 41,-5.47E-01,7.22E-02,3.01E-01,7.36E-01,3.01E-01,7.36E-01,-4.18E-01,3.40E-01
1.29E+07,caps hf  0 0 3 42,-5.48E-01,7.19E-02,3.02E-01,7.35E-01,3.01E-01,7.36E-01,-4.17E-01,3.41E-01
1.29E+07,caps hf  0 0 3 43,-5.48E-01,7.17E-02,3.03E-01,7.35E-01,3.02E-01,7.36E-01,-4.17E-01,3.41E-01
1.29E+07,caps hf  0 0 3 44,-5.48E-01,7.14E-02,3.03E-01,7.35E-01,3.02E-01,7.36E-01,-4.16E-01,3.42E-01
1.29E+07,caps hf  0 0 3 45,-5.48E-01,7.11E-02,3.04E-01,7.35E-01,3.03E-01,7.36E-01,-4.15E-01,3.43E-01
1.29E+07,caps hf  0 0 3 46,-5.48E-01,7.08E-02,3.04E-01,7.35E-01,3.03E-01,7.35E-01,-4.15E-01,3.44E-01
1.29E+07,caps hf  0 0 3 47,-5.48E-01,7.05E-02,3.05E-01,7.34E-01,3.04E-01,7.35E-01,-4.14E-01,3.45E-01
1.29E+07,caps hf  0 0 3 48,-5.49E-01,6.91E-02,3.07E-01,7.33E-01,3.07E-01,7.34E-01,-4.12E-01,3.50E-01
1.29E+07,caps hf  0 0 3 49,-5.49E-01,6.88E-02,3.07E-01,7.32E-01,3.08E-01,7.33E-01,-4.11E-01,3.51E-01
1.29E+07,caps hf  0 0 3 50,-5.49E-01,6.85E-02,3.08E-01,7.32E-01,3.08E-01,7.33E-01,-4.10E-01,3.51E-01
1.29E+07,caps hf  0 0 3 51,-5.49E-01,6.82E-02,3.08E-01,7.32E-01,3.09E-01,7.33E-01,-4.10E-01,3.52E-01
1.29E+07,caps hf  0 0 3 52,-5.49E-01,6.79E-02,3.09E-01,7.32E-01,3.09E-01,7.33E-01,-4.09E-01,3.53E-01
1.29E+07,caps hf  0 0 3 53,-5.49E-01,6.76E-02,3.09E-01,7.32E-01,3.10E-01,7.32E-01,-4.08E-01,3.54E-01
1.29E+07,caps hf  0 0 3 54,-5.49E-01,6.73E-02,3.10E-01,7.31E-01,3.10E-01,7.32E-01,-4.08E-01,3.55E-01
1.29E+07,caps hf  0 0 3 55,-5.49E-01,6.71E-02,3.10E-01,7.31E-01,3.11E-01,7.32E-01,-4.07E-01,3.55E-01
1.29E+07,caps hf  0 0 3 56,-5.49E-01,6.68E-02,3.10E-01,7.31E-01,3.12E-01,7.31E-01,-4.06E-01,3.56E-01
1.29E+07,caps hf  0 0 3 57,-5.50E-01,6.65E-02,3.11E-01,7.31E-01,3.12E-01,7.31E-01,-4.06E-01,3.57E-01
1.29E+07,caps hf  0 0 3 58,-5.50E-01,6.62E-02,3.11E-01,7.31E-01,3.13E-01,7.31E-01,-4.05E-01,3.58E-01
1.29E+07,caps hf  0 0 3 59,-5.50E-01,6.59E-02,3.12E-01,7.30E-01,3.13E-01,7.30E-01,-4.04E-01,3.59E-01
1.29E+07,caps hf  0 0 3 60,-5.50E-01,6.56E-02,3.12E-01,7.30E-01,3.14E-01,7.30E-01,-4.04E-01,3.59E-01
1.29E+07,caps hf  0 0 3 61,-5.50E-01,6.53E-02,3.13E-01,7.30E-01,3.14E-01,7.30E-01,-4.03E-01,3.60E-01
1.29E+07,caps hf  0 0 3 62,-5.50E-01,6.51E-02,3.13E-01,7.30E-01,3.15E-01,7.30E-01,-4.03E-01,3.61E-01
1.29E+07,caps hf  0 0 3 63,-5.50E-01,6.48E-02,3.14E-01,7.29E-01,3.15E-01,7.29E-01,-4.02E-01,3.62E-01
1.29E+07,caps hf  0 0 4 0,-5.50E-01,6.47E-02,3.14E-01,7.28E-01,3.15E-01,7.29E-01,-4.02E-01,3.64E-01
1.29E+07,caps hf  0 0 4 1,-5.50E-01,6.45E-02,3.15E-01,7.28E-01,3.15E-01,7.29E-01,-4.01E-01,3.64E-01
1.29E+07,caps hf  0 0 4 2,-5.50E-01,6.42E-02,3.15E-01,7.28E-01,3.15E-01,7.29E-01,-4.01E-01,3.65E-01
1.29E+07,caps hf  0 0 4 3,-5.50E-01,6.39E-02,3.15E-01,7.28E-01,3.16E-01,7.28E-01,-4.00E-01,3.66E-01
1.29E+07,caps hf  0 0 4 4,-5.50E-01,6.37E-02,3.16E-01,7.28E-01,3.16E-01,7.28E-01,-3.99E-01,3.66E-01
1.29E+07,caps hf  0 0 4 5,-5.51E-01,6.34E-02,3.16E-01,7.27E-01,3.17E-01,7.28E-01,-3.99E-01,3.67E-01
1.29E+07,caps hf  0 0 4 6,-5.51E-01,6.31E-02,3.17E-01,7.27E-01,3.17E-01,7.27E-01,-3.98E-01,3.68E-01
1.29E+07,caps hf  0 0 4 7,-5.51E-01,6.29E-02,3.17E-01,7.27E-01,3.17E-01,7.27E-01,-3.97E-01,3.68E-01
1.29E+07,caps hf  0 0 4 8,-5.51E-01,6.26E-02,3.18E-01,7.27E-01,3.18E-01,7.27E-01,-3.97E-01,3.69E-01
1.29E+07,caps hf  0 0 4 9,-5.51E-01,6.23E-02,3.18E-01,7.27E-01,3.18E-01,7.27E-01,-3.96E-01,3.70E-01
1.29E+07,caps hf  0 0 4 10,-5.51E-01,6.21E-02,3.19E-01,7.26E-01,3.18E-01,7.26E-01,-3.95E-01,3.71E-01
1.29E+07,caps hf  0 0 4 11,-5.51E-01,6.18E-02,3.19E-01,7.26E-01,3.19E-01,7.26E-01,-3.95E-01,3.71E-01
1.29E+07,caps hf  0 0 4 12,-5.51E-01,6.15E-02,3.19E-01,7.26E-01,3.19E-01,7.26E-01,-3.94E-01,3.72E-01
1.29E+07,caps hf  0 0 4 13,-5.51E-01,6.13E-02,3.20E-01,7.26E-01,3.20E-01,7.25E-01,-3.93E-01,3.73E-01
1.29E+07,caps hf  0 0 4 14,-5.51E-01,6.10E-02,3.20E-01,7.26E-01,3.20E-01,7.25E-01,-3.93E-01,3.73E-01
1.29E+07,caps hf  0 0 4 15,-5.51E-01,6.07E-02,3.21E-01,7.25E-01,3.20E-01,7.25E-01,-3.92E-01,3.74E-01
1.29E+07,caps hf  0 0 4 16,-5.53E-01,6.06E-02,3.24E-01,7.23E-01,3.23E-01,7.23E-01,-3.88E-01,3.79E-01
1.29E+07,caps hf  0 0 4 17,-5.53E-01,6.03E-02,3.24E-01,7.23E-01,3.24E-01,7.23E-01,-3.87E-01,3.79E-01
1.29E+07,caps hf  0 0 4 18,-5.53E-01,6.01E-02,3.24E-01,7.22E-01,3.24E-01,7.23E-01,-3.87E-01,3.80E-01
1.29E+07,caps hf  0 0 4 19,-5.53E-01,5.98E-02,3.25E-01,7.22E-01,3.24E-01,7.22E-01,-3.86E-01,3.81E-01
1.29E+07,caps hf  0 0 4 20,-5.53E-01,5.96E-02,3.25E-01,7.22E-01,3.25E-01,7.22E-01,-3.86E-01,3.81E-01
1.29E+07,caps hf  0 0 4 21,-5.53E-01,5.93E-02,3.26E-01,7.22E-01,3.25E-01,7.22E-01,-3.85E-01,3.82E-01
1.29E+07,caps hf  0 0 4 22,-5.54E-01,5.91E-02,3.26E-01,7.21E-01,3.26E-01,7.21E-01,-3.85E-01,3.83E-01
1.29E+07,caps hf  0 0 4 23,-5.54E-01,5.88E-02,3.27E-01,7.21E-01,3.26E-01,7.21E-01,-3.84E-01,3.84E-01
1.29E+07,caps hf  0 0 4 24,-5.54E-01,5.85E-02,3.27E-01,7.21E-01,3.27E-01,7.21E-01,-3.83E-01,3.84E-01
1.29E+07,caps hf  0 0 4 25,-5.54E-01,5.83E-02,3.27E-01,7.21E-01,3.27E-01,7.21E-01,-3.83E-01,3.85E-01
1.29E+07,caps hf  0 0 4 26,-5.54E-01,5.80E-02,3.28E-01,7.20E-01,3.27E-01,7.20E-01,-3.82E-01,3.86E-01
1.29E+07,caps hf  0 0 4 27,-5.55E-01,5.78E-02,3.28E-01,7.20E-01,3.28E-01,7.20E-01,-3.82E-01,3.87E-01
1.29E+07,caps hf  0 0 4 28,-5.55E-01,5.75E-02,3.29E-01,7.20E-01,3.28E-01,7.20E-01,-3.81E-01,3.87E-01
1.29E+07,caps hf  0 0 4 29,-5.55E-01,5.73E-02,3.29E-01,7.20E-01,3.29E-01,7.19E-01,-3.81E-01,3.88E-01
1.29E+07,caps hf  0 0 4 30,-5.55E-01,5.70E-02,3.30E-01,7.19E-01,3.29E-01,7.19E-01,-3.80E-01,3.89E-01
1.29E+07,caps hf  0 0 4 31,-5.55E-01,5.68E-02,3.30E-01,7.19E-01,3.30E-01,7.19E-01,-3.79E-01,3.89E-01
1.29E+07,caps hf  0 0 4 32,-5.55E-01,5.47E-02,3.33E-01,7.17E-01,3.33E-01,7.17E-01,-3.76E-01,3.95E-01
1.29E+07,caps hf  0 0 4 33,-5.55E-01,5.45E-02,3.33E-01,7.17E-01,3.33E-01,7.17E-01,-3.75E-01,3.95E-01
1.29E+07,caps hf  0 0 4 34,-5.55E-01,5.43E-02,3.34E-01,7.17E-01,3.34E-01,7.16E-01,-3.74E-01,3.96E-01
1.29E+07,caps hf  0 0 4 35,-5.55E-01,5.41E-02,3.34E-01,7.17E-01,3.34E-01,7.16E-01,-3.74E-01,3.97E-01
1.29E+07,caps hf  0 0 4 36,-5.56E-01,5.39E-02,3.34E-01,7.16E-01,3.34E-01,7.16E-01,-3.73E-01,3.98E-01
1.29E+07,caps hf  0 0 4 37,-5.56E-01,5.37E-02,3.35E-01,7.16E-01,3.35E-01,7.15E-01,-3.72E-01,3.98E-01
1.29E+07,caps hf  0 0 4 38,-5.56E-01,5.34E-02,3.35E-01,7.16E-01,3.35E-01,7.15E-01,-3.72E-01,3.99E-01
1.29E+07,caps hf  0 0 4 39,-5.56E-01,5.32E-02,3.35E-01,7.16E-01,3.35E-01,7.15E-01,-3.71E-01,4.00E-01
1.29E+07,caps hf  0 0 4 40,-5.56E-01,5.30E-02,3.36E-01,7.15E-01,3.36E-01,7.14E-01,-3.70E-01,4.00E-01
1.29E+07,caps hf  0 0 4 41,-5.56E-01,5.28E-02,3.36E-01,7.15E-01,3.36E-01,7.14E-01,-3.70E-01,4.01E-01
1.29E+07,caps hf  0 0 4 42,-5.56E-01,5.26E-02,3.36E-01,7.15E-01,3.36E-01,7.14E-01,-3.69E-01,4.02E-01
1.29E+07,caps hf  0 0 4 43,-5.56E-01,5.24E-02,3.37E-01,7.15E-01,3.37E-01,7.14E-01,-3.68E-01,4.02E-01
1.29E+07,caps hf  0 0 4 44,-5.56E-01,5.21E-02,3.37E-01,7.15E-01,3.37E-01,7.13E-01,-3.67E-01,4.03E-01
1.29E+07,caps hf  0 0 4 45,-5.56E-01,5.19E-02,3.37E-01,7.14E-01,3.37E-01,7.13E-01,-3.67E-01,4.04E-01
1.29E+07,caps hf  0 0 4 46,-5.57E-01,5.17E-02,3.38E-01,7.14E-01,3.38E-01,7.13E-01,-3.66E-01,4.04E-01
1.29E+07,caps hf  0 0 4 47,-5.57E-01,5.15E-02,3.38E-01,7.14E-01,3.38E-01,7.12E-01,-3.65E-01,4.05E-01
1.29E+07,caps hf  0 0 4 48,-5.58E-01,5.08E-02,3.40E-01,7.13E-01,3.40E-01,7.11E-01,-3.63E-01,4.09E-01
1.29E+07,caps hf  0 0 4 49,-5.58E-01,5.06E-02,3.41E-01,7.12E-01,3.41E-01,7.11E-01,-3.62E-01,4.10E-01
1.29E+07,caps hf  0 0 4 50,-5.58E-01,5.05E-02,3.41E-01,7.12E-01,3.41E-01,7.11E-01,-3.61E-01,4.10E-01
1.29E+07,caps hf  0 0 4 51,-5.58E-01,5.03E-02,3.42E-01,7.12E-01,3.42E-01,7.11E-01,-3.61E-01,4.11E-01
1.29E+07,caps hf  0 0 4 52,-5.59E-01,5.02E-02,3.42E-01,7.11E-01,3.42E-01,7.11E-01,-3.60E-01,4.12E-01
1.29E+07,caps hf  0 0 4 53,-5.59E-01,5.01E-02,3.42E-01,7.11E-01,3.43E-01,7.11E-01,-3.60E-01,4.12E-01
1.29E+07,caps hf  0 0 4 54,-5.59E-01,4.99E-02,3.43E-01,7.11E-01,3.43E-01,7.10E-01,-3.59E-01,4.13E-01
1.29E+07,caps hf  0 0 4 55,-5.59E-01,4.98E-02,3.43E-01,7.10E-01,3.43E-01,7.10E-01,-3.59E-01,4.13E-01
1.29E+07,caps hf  0 0 4 56,-5.59E-01,4.96E-02,3.44E-01,7.10E-01,3.44E-01,7.10E-01,-3.58E-01,4.14E-01
1.29E+07,caps hf  0 0 4 57,-5.59E-01,4.95E-02,3.44E-01,7.10E-01,3.44E-01,7.10E-01,-3.58E-01,4.15E-01
1.29E+07,caps hf  0 0 4 58,-5.60E-01,4.94E-02,3.45E-01,7.09E-01,3.45E-01,7.10E-01,-3.57E-01,4.15E-01
1.29E+07,caps hf  0 0 4 59,-5.60E-01,4.92E-02,3.45E-01,7.09E-01,3.45E-01,7.09E-01,-3.56E-01,4.16E-01
1.29E+07,caps hf  0 0 4 60,-5.60E-01,4.91E-02,3.45E-01,7.09E-01,3.46E-01,7.09E-01,-3.56E-01,4.17E-01
1.29E+07,caps hf  0 0 4 61,-5.60E-01,4.90E-02,3.46E-01,7.08E-01,3.46E-01,7.09E-01,-3.55E-01,4.17E-01
1.29E+07,caps hf  0 0 4 62,-5.60E-01,4.88E-02,3.46E-01,7.08E-01,3.47E-01,7.09E-01,-3.55E-01,4.18E-01
1.29E+07,caps hf  0 0 4 63,-5.60E-01,4.87E-02,3.47E-01,7.08E-01,3.47E-01,7.09E-01,-3.54E-01,4.19E-01
1.29E+07,caps hf  0 0 5 0,-5.60E-01,4.76E-02,3.47E-01,7.07E-01,3.47E-01,7.08E-01,-3.53E-01,4.21E-01
1.29E+07,caps hf  0 0 5 1,-5.60E-01,4.74E-02,3.48E-01,7.07E-01,3.48E-01,7.08E-01,-3.52E-01,4.21E-01
1.29E+07,caps hf  0 0 5 2,-5.60E-01,4.71E-02,3.48E-01,7.07E-01,3.48E-01,7.07E-01,-3.52E-01,4.22E-01
1.29E+07,caps hf  0 0 5 3,-5.60E-01,4.69E-02,3.48E-01,7.06E-01,3.48E-01,7.07E-01,-3.51E-01,4.22E-01
1.29E+07,caps hf  0 0 5 4,-5.60E-01,4.66E-02,3.49E-01,7.06E-01,3.49E-01,7.07E-01,-3.51E-01,4.23E-01
1.29E+07,caps hf  0 0 5 5,-5.61E-01,4.64E-02,3.49E-01,7.06E-01,3.49E-01,7.06E-01,-3.50E-01,4.24E-01
1.29E+07,caps hf  0 0 5 6,-5.61E-01,4.61E-02,3.50E-01,7.06E-01,3.49E-01,7.06E-01,-3.50E-01,4.24E-01
1.29E+07,caps hf  0 0 5 7,-5.61E-01,4.59E-02,3.50E-01,7.05E-01,3.50E-01,7.06E-01,-3.49E-01,4.25E-01
1.29E+07,caps hf  0 0 5 8,-5.61E-01,4.56E-02,3.50E-01,7.05E-01,3.50E-01,7.06E-01,-3.48E-01,4.25E-01
1.29E+07,caps hf  0 0 5 9,-5.61E-01,4.54E-02,3.51E-01,7.05E-01,3.51E-01,7.05E-01,-3.48E-01,4.26E-01
1.29E+07,caps hf  0 0 5 10,-5.61E-01,4.51E-02,3.51E-01,7.05E-01,3.51E-01,7.05E-01,-3.47E-01,4.27E-01
1.29E+07,caps hf  0 0 5 11,-5.61E-01,4.49E-02,3.51E-01,7.04E-01,3.51E-01,7.05E-01,-3.47E-01,4.27E-01
1.29E+07,caps hf  0 0 5 12,-5.62E-01,4.46E-02,3.52E-01,7.04E-01,3.52E-01,7.04E-01,-3.46E-01,4.28E-01
1.29E+07,caps hf  0 0 5 13,-5.62E-01,4.44E-02,3.52E-01,7.04E-01,3.52E-01,7.04E-01,-3.45E-01,4.29E-01
1.29E+07,caps hf  0 0 5 14,-5.62E-01,4.42E-02,3.53E-01,7.04E-01,3.52E-01,7.04E-01,-3.45E-01,4.29E-01
1.29E+07,caps hf  0 0 5 15,-5.62E-01,4.39E-02,3.53E-01,7.03E-01,3.53E-01,7.04E-01,-3.44E-01,4.30E-01
1.29E+07,caps hf  0 0 5 16,-5.62E-01,4.32E-02,3.55E-01,7.02E-01,3.54E-01,7.03E-01,-3.41E-01,4.33E-01
1.29E+07,caps hf  0 0 5 17,-5.62E-01,4.30E-02,3.55E-01,7.02E-01,3.54E-01,7.02E-01,-3.41E-01,4.34E-01
1.29E+07,caps hf  0 0 5 18,-5.63E-01,4.28E-02,3.55E-01,7.02E-01,3.55E-01,7.02E-01,-3.40E-01,4.34E-01
1.29E+07,caps hf  0 0 5 19,-5.63E-01,4.25E-02,3.56E-01,7.01E-01,3.55E-01,7.02E-01,-3.39E-01,4.35E-01
1.29E+07,caps hf  0 0 5 20,-5.63E-01,4.23E-02,3.56E-01,7.01E-01,3.56E-01,7.02E-01,-3.39E-01,4.35E-01
1.29E+07,caps hf  0 0 5 21,-5.63E-01,4.21E-02,3.56E-01,7.01E-01,3.56E-01,7.01E-01,-3.38E-01,4.36E-01
1.29E+07,caps hf  0 0 5 22,-5.63E-01,4.19E-02,3.57E-01,7.01E-01,3.56E-01,7.01E-01,-3.37E-01,4.37E-01
1.29E+07,caps hf  0 0 5 23,-5.63E-01,4.17E-02,3.57E-01,7.00E-01,3.57E-01,7.01E-01,-3.37E-01,4.37E-01
1.29E+07,caps hf  0 0 5 24,-5.64E-01,4.15E-02,3.58E-01,7.00E-01,3.57E-01,7.00E-01,-3.36E-01,4.38E-01
1.29E+07,caps hf  0 0 5 25,-5.64E-01,4.12E-02,3.58E-01,7.00E-01,3.58E-01,7.00E-01,-3.35E-01,4.38E-01
1.29E+07,caps hf  0 0 5 26,-5.64E-01,4.10E-02,3.58E-01,7.00E-01,3.58E-01,7.00E-01,-3.35E-01,4.39E-01
1.29E+07,caps hf  0 0 5 27,-5.64E-01,4.08E-02,3.59E-01,6.99E-01,3.59E-01,6.99E-01,-3.34E-01,4.40E-01
1.29E+07,caps hf  0 0 5 28,-5.64E-01,4.06E-02,3.59E-01,6.99E-01,3.59E-01,6.99E-01,-3.34E-01,4.40E-01
1.29E+07,caps hf  0 0 5 29,-5.64E-01,4.04E-02,3.59E-01,6.99E-01,3.59E-01,6.99E-01,-3.33E-01,4.41E-01
1.29E+07,caps hf  0 0 5 30,-5.64E-01,4.02E-02,3.60E-01,6.99E-01,3.60E-01,6.98E-01,-3.32E-01,4.41E-01
1.29E+07,caps hf  0 0 5 31,-5.65E-01,4.00E-02,3.60E-01,6.98E-01,3.60E-01,6.98E-01,-3.32E-01,4.42E-01
1.29E+07,caps hf  0 0 5 32,-5.64E-01,3.82E-02,3.62E-01,6.96E-01,3.63E-01,6.96E-01,-3.27E-01,4.46E-01
