Frequency,CMD,S11_r,S11_x,S21_r,S21_x,S12_r,S12_x,S22_r,S22_x
12.9e6,caps hf ps1 4 16 3 63,-5.40286203809E-001,+7.34742757373E-001,+2.94497224271E-001,+1.16008007415E-001,+2.94961428927E-001,+1.16678158311E-001,-4.47845030868E-002,+9.00972081268E-001,
12.9e6,caps hf ps1 4 16 4 0,-5.40065893055E-001,+7.34299610621E-001,+2.94707801487E-001,+1.15710971967E-001,+2.95346694155E-001,+1.15214217449E-001,-4.26248100966E-002,+9.01984248762E-001,
12.9e6,caps hf ps1 4 16 4 15,-5.40531019607E-001,+7.35417863121E-001,+2.95049681973E-001,+1.11581597970E-001,+2.94508248218E-001,+1.12011394182E-001,-2.08985181645E-002,+9.03334728976E-001,
12.9e6,caps hf ps1 4 16 4 16,-5.40854021852E-001,+7.35132889316E-001,+2.94722830459E-001,+1.10692706395E-001,+2.94695498828E-001,+1.11014185596E-001,-1.55397890505E-002,+9.03980361643E-001,
12.9e6,caps hf ps1 4 16 4 31,-5.41309968055E-001,+7.35098477537E-001,+2.94508171047E-001,+1.07268538793E-001,+2.94415160893E-001,+1.07304675410E-001,+4.06941154037E-003,+9.05160162338E-001,
12.9e6,caps hf ps1 4 16 4 32,-5.41586784778E-001,+7.35463824968E-001,+2.93753664406E-001,+1.05621906579E-001,+2.94267196183E-001,+1.05682909749E-001,+1.39967620157E-002,+9.04382431426E-001,
12.9e6,caps hf ps1 4 16 4 47,-5.42818259056E-001,+7.36087605888E-001,+2.93451693070E-001,+1.01495215132E-001,+2.93494961630E-001,+1.02141890718E-001,+3.43011320295E-002,+9.04662813328E-001,
12.9e6,caps hf ps1 4 16 4 48,-5.42964026183E-001,+7.36075985624E-001,+2.93546676414E-001,+1.00402119701E-001,+2.93639158592E-001,+1.00801458551E-001,+3.93569809056E-002,+9.05150021792E-001,
12.9e6,caps hf ps1 4 16 4 63,-5.43219936890E-001,+7.35808054303E-001,+2.92981432975E-001,+9.71119804775E-002,+2.92589395862E-001,+9.76203545918E-002,+5.77705652158E-002,+9.04818898976E-001,
12.9e6,caps hf ps1 4 16 5 0,-5.43854780805E-001,+7.35982742783E-001,+2.92582507449E-001,+9.65154862665E-002,+2.93270540011E-001,+9.67885893078E-002,+6.03368826742E-002,+9.05677390055E-001,
12.9e6,caps hf ps1 4 16 5 15,-5.44393066367E-001,+7.35756017113E-001,+2.92086227241E-001,+9.36136047947E-002,+2.92008535243E-001,+9.43165192649E-002,+7.72173389096E-002,+9.04498217489E-001,
12.9e6,caps hf ps1 4 16 5 16,-5.43576009477E-001,+7.35386191258E-001,+2.91278576270E-001,+9.25468344559E-002,+2.92603378924E-001,+9.28386567625E-002,+8.30889518122E-002,+9.05193572218E-001,
12.9e6,caps hf ps1 4 16 5 31,-5.44952417271E-001,+7.35934485657E-001,+2.91566186424E-001,+8.99855522458E-002,+2.91288138206E-001,+9.02856330010E-002,+9.91341579227E-002,+9.03160536262E-001,
12.9e6,caps hf ps1 4 16 5 32,-5.45575416048E-001,+7.36370732955E-001,+2.91027325602E-001,+8.84546796923E-002,+2.91138093446E-001,+8.80537040540E-002,+1.08375593376E-001,+9.03006403744E-001,
12.9e6,caps hf ps1 4 16 5 47,-5.45717848330E-001,+7.36989630566E-001,+2.89541861586E-001,+8.55831704089E-002,+2.89690900326E-001,+8.51338458828E-002,+1.24979754435E-001,+9.00333377676E-001,
12.9e6,caps hf ps1 4 16 5 48,-5.45751231883E-001,+7.37371975374E-001,+2.89738735274E-001,+8.45666317379E-002,+2.90291765787E-001,+8.43819372339E-002,+1.28432584931E-001,+9.00972427985E-001,
12.9e6,caps hf ps1 4 16 5 63,-5.45469878324E-001,+7.36857804687E-001,+2.89390857141E-001,+8.13968439932E-002,+2.89085692369E-001,+8.17768666873E-002,+1.43786387661E-001,+8.98851484766E-001,
12.9e6,caps hf ps1 4 16 6 0,-5.46029512862E-001,+7.36727256799E-001,+2.88833342032E-001,+8.23298676512E-002,+2.89648660896E-001,+8.17923531522E-002,+1.41785480278E-001,+8.99739610607E-001,
12.9e6,caps hf ps1 4 16 6 15,-5.47116908481E-001,+7.37523543667E-001,+2.88370047481E-001,+8.01955651409E-002,+2.88434993961E-001,+7.95319526741E-002,+1.57278984439E-001,+8.97923027584E-001,
12.9e6,caps hf ps1 4 16 6 16,-5.46925805072E-001,+7.37014203790E-001,+2.88381736091E-001,+7.89560313189E-002,+2.88522528587E-001,+7.89899959965E-002,+1.60646321334E-001,+8.97482971709E-001,
12.9e6,caps hf ps1 4 16 6 31,-5.46772584197E-001,+7.37624141507E-001,+2.87503377863E-001,+7.57802214202E-002,+2.87630431428E-001,+7.59880147860E-002,+1.75253321756E-001,+8.95528134709E-001,
12.9e6,caps hf ps1 4 16 6 32,-5.47802960131E-001,+7.37788549528E-001,+2.87633744995E-001,+7.51243198411E-002,+2.86995602179E-001,+7.50925593655E-002,+1.81766077113E-001,+8.93729841503E-001,
12.9e6,caps hf ps1 4 16 6 47,-5.47522984136E-001,+7.37810347591E-001,+2.86266087273E-001,+7.23913680329E-002,+2.86758728859E-001,+7.20980621455E-002,+1.96238172679E-001,+8.92549072361E-001,
12.9e6,caps hf ps1 4 16 6 48,-5.48000635629E-001,+7.37088391009E-001,+2.86083004704E-001,+7.20900365955E-002,+2.86346742326E-001,+7.16694129528E-002,+1.98711187446E-001,+8.91474704110E-001,
12.9e6,caps hf ps1 4 16 6 63,-5.47428820454E-001,+7.38351100214E-001,+2.85275073319E-001,+6.87558068428E-002,+2.85400708886E-001,+6.97571040966E-002,+2.12189124083E-001,+8.89016324745E-001,
12.9e6,caps hf ps1 4 31 0 0,-5.08162963094E-001,+7.48917623114E-001,+2.50221562546E-001,+2.24030987274E-001,+2.50561602237E-001,+2.25178230517E-001,-6.49460898183E-001,+6.10062797319E-001,
12.9e6,caps hf ps1 4 31 0 15,-5.10038363737E-001,+7.48071874775E-001,+2.55309430226E-001,+2.17943394977E-001,+2.55239793114E-001,+2.18338975436E-001,-6.16026143491E-001,+6.42948060017E-001,
12.9e6,caps hf ps1 4 31 0 16,-5.10591800161E-001,+7.47813401603E-001,+2.56996588558E-001,+2.16199583992E-001,+2.56431972633E-001,+2.15964350082E-001,-6.06533937038E-001,+6.52171114050E-001,
12.9e6,caps hf ps1 4 31 0 31,-5.11443612544E-001,+7.47655401876E-001,+2.60787580143E-001,+2.09177675496E-001,+2.61552910278E-001,+2.09578970871E-001,-5.74357096706E-001,+6.82384669227E-001,
12.9e6,caps hf ps1 4 31 0 32,-5.11971131946E-001,+7.47970255850E-001,+2.62963316984E-001,+2.05792632926E-001,+2.63100406279E-001,+2.06132475346E-001,-5.57472885154E-001,+6.95545269767E-001,
12.9e6,caps hf ps1 4 31 0 47,-5.13267783589E-001,+7.46560120257E-001,+2.66085799002E-001,+1.99575276827E-001,+2.66685018594E-001,+2.00088055445E-001,-5.24900325734E-001,+7.20845660167E-001,
12.9e6,caps hf ps1 4 31 0 48,-5.14003893088E-001,+7.47285675983E-001,+2.67496278787E-001,+1.97420160013E-001,+2.67475826118E-001,+1.98096008337E-001,-5.15780610492E-001,+7.28247650425E-001,
12.9e6,caps hf ps1 4 31 0 63,-5.14626151178E-001,+7.47303249104E-001,+2.70549430256E-001,+1.91497191924E-001,+2.71260583812E-001,+1.91750895269E-001,-4.83335734599E-001,+7.51494862617E-001,
12.9e6,caps hf ps1 4 31 1 0,-5.15198509029E-001,+7.46150491103E-001,+2.71063112047E-001,+1.89263208398E-001,+2.71197930969E-001,+1.89578537353E-001,-4.73436682044E-001,+7.57856924759E-001,
12.9e6,caps hf ps1 4 31 1 15,-5.16727744247E-001,+7.46140012714E-001,+2.73816185131E-001,+1.83224624361E-001,+2.74014166888E-001,+1.83233147473E-001,-4.41329491509E-001,+7.77841843460E-001,
12.9e6,caps hf ps1 4 31 1 16,-5.16606238937E-001,+7.46426639852E-001,+2.74600507216E-001,+1.81079767122E-001,+2.74993505531E-001,+1.81202692355E-001,-4.32176354468E-001,+7.83029245945E-001,
12.9e6,caps hf ps1 4 31 1 31,-5.18996113547E-001,+7.46497310673E-001,+2.76866900372E-001,+1.75739567609E-001,+2.77223577431E-001,+1.75175947768E-001,-4.00440481804E-001,+8.01191702615E-001,
12.9e6,caps hf ps1 4 31 1 32,-5.18632211209E-001,+7.45898564351E-001,+2.77826183609E-001,+1.72043060271E-001,+2.78036506172E-001,+1.72445063679E-001,-3.84833158795E-001,+8.09523928758E-001,
12.9e6,caps hf ps1 4 31 1 47,-5.19599649357E-001,+7.46332735702E-001,+2.79904325166E-001,+1.66085570190E-001,+2.79799444286E-001,+1.66773617083E-001,-3.54340843806E-001,+8.23760813179E-001,
12.9e6,caps hf ps1 4 31 1 48,-5.20339277254E-001,+7.45982946285E-001,+2.79992611989E-001,+1.64363393684E-001,+2.80138234709E-001,+1.64490969790E-001,-3.45231384190E-001,+8.27662935837E-001,
12.9e6,caps hf ps1 4 31 1 63,-5.21518859387E-001,+7.45721819334E-001,+2.81439478668E-001,+1.59295120358E-001,+2.81329702371E-001,+1.59584623268E-001,-3.15395618589E-001,+8.40431123878E-001,
12.9e6,caps hf ps1 4 31 2 0,-5.21986500385E-001,+7.46359218564E-001,+2.82037395650E-001,+1.56247616461E-001,+2.82010396878E-001,+1.56715786643E-001,-3.02713979834E-001,+8.45400966218E-001,
12.9e6,caps hf ps1 4 31 2 15,-5.23230037216E-001,+7.46343021011E-001,+2.82979606574E-001,+1.50902938268E-001,+2.82606860960E-001,+1.51845022414E-001,-2.74129395420E-001,+8.56003217970E-001,
12.9e6,caps hf ps1 4 31 2 16,-5.23141371348E-001,+7.45660439125E-001,+2.83165201541E-001,+1.49902521027E-001,+2.83289655058E-001,+1.49945071870E-001,-2.65258646971E-001,+8.59680200940E-001,
12.9e6,caps hf ps1 4 31 2 31,-5.23304057201E-001,+7.45504953507E-001,+2.83910258288E-001,+1.44775005354E-001,+2.84191615293E-001,+1.43961229676E-001,-2.36782789197E-001,+8.68556959629E-001,
12.9e6,caps hf ps1 4 31 2 32,-5.24745064329E-001,+7.45874677001E-001,+2.84290257915E-001,+1.41839357290E-001,+2.84229564748E-001,+1.42115172548E-001,-2.22778254277E-001,+8.72049806964E-001,
12.9e6,caps hf ps1 4 31 2 47,-5.25402448243E-001,+7.45911573314E-001,+2.84894179032E-001,+1.36975172846E-001,+2.84928649984E-001,+1.36467256801E-001,-1.95976376627E-001,+8.80011110422E-001,
12.9e6,caps hf ps1 4 31 2 48,-5.25644814770E-001,+7.46160708689E-001,+2.84772940490E-001,+1.35744635520E-001,+2.85022646318E-001,+1.35489519170E-001,-1.87878561756E-001,+8.81917383500E-001,
12.9e6,caps hf ps1 4 31 2 63,-5.26330137147E-001,+7.45937357829E-001,+2.85007251836E-001,+1.30993370649E-001,+2.85070177702E-001,+1.31098761927E-001,-1.62482228422E-001,+8.87051666746E-001,
12.9e6,caps hf ps1 4 31 3 0,-5.26227189300E-001,+7.46734776544E-001,+2.85258419526E-001,+1.28578831497E-001,+2.85954382994E-001,+1.28594412125E-001,-1.52615218682E-001,+8.90065886809E-001,
12.9e6,caps hf ps1 4 31 3 15,-5.27908023170E-001,+7.46810681961E-001,+2.85730218170E-001,+1.24825003805E-001,+2.85556444907E-001,+1.24209185456E-001,-1.27698587924E-001,+8.94512492810E-001,
12.9e6,caps hf ps1 4 31 3 16,-5.27798249765E-001,+7.46406332518E-001,+2.85166770418E-001,+1.23080865080E-001,+2.85565475294E-001,+1.23211061176E-001,-1.19836790355E-001,+8.95724954629E-001,
12.9e6,caps hf ps1 4 31 3 31,-5.28698874876E-001,+7.46236822266E-001,+2.84871735010E-001,+1.18862029133E-001,+2.85562393398E-001,+1.19175683672E-001,-9.68724410537E-002,+8.98830738118E-001,
12.9e6,caps hf ps1 4 31 3 32,-5.28556213183E-001,+7.46257602519E-001,+2.84843366288E-001,+1.16360136446E-001,+2.85598698072E-001,+1.16831489814E-001,-8.43950793777E-002,+9.01784409028E-001,
12.9e6,caps hf ps1 4 31 3 47,-5.29641790417E-001,+7.46515460026E-001,+2.85112571077E-001,+1.12627792140E-001,+2.85645610908E-001,+1.12806514606E-001,-6.18409404003E-002,+9.05006966399E-001,
12.9e6,caps hf ps1 4 31 3 48,-5.29325028630E-001,+7.47487045615E-001,+2.84908451655E-001,+1.11410809735E-001,+2.84894347448E-001,+1.11328956627E-001,-5.56735437395E-002,+9.04174014432E-001,
12.9e6,caps hf ps1 4 31 3 63,-5.30459506309E-001,+7.47515619014E-001,+2.84196689874E-001,+1.07298020694E-001,+2.85153489154E-001,+1.07793233603E-001,-3.33790205936E-002,+9.05601438201E-001,
12.9e6,caps hf ps1 4 31 4 0,-5.30472915002E-001,+7.46933785641E-001,+2.84352822362E-001,+1.07308082990E-001,+2.84709207723E-001,+1.07008973678E-001,-3.12932533967E-002,+9.07388517373E-001,
12.9e6,caps hf ps1 4 31 4 15,-5.31142915019E-001,+7.47678460605E-001,+2.84014911601E-001,+1.03551018646E-001,+2.84538828472E-001,+1.03466731550E-001,-1.06710526221E-002,+9.09175204447E-001,
12.9e6,caps hf ps1 4 31 4 16,-5.32120066104E-001,+7.47314726121E-001,+2.84020370152E-001,+1.02124490069E-001,+2.84417971970E-001,+1.02459226685E-001,-4.44969438495E-003,+9.08376097022E-001,
12.9e6,caps hf ps1 4 31 4 31,-5.31471453055E-001,+7.47096950801E-001,+2.83955112136E-001,+9.93525706630E-002,+2.83712860508E-001,+9.80798707502E-002,+1.67103352126E-002,+9.09626203788E-001,
12.9e6,caps hf ps1 4 31 4 32,-5.31980937580E-001,+7.48080488947E-001,+2.83288087373E-001,+9.73330622167E-002,+2.83288259215E-001,+9.67453975769E-002,+2.54919078787E-002,+9.08926295496E-001,
12.9e6,caps hf ps1 4 31 4 47,-5.33003385072E-001,+7.48412299558E-001,+2.82877112355E-001,+9.38988241139E-002,+2.82873631474E-001,+9.35164124538E-002,+4.40369511320E-002,+9.08863877461E-001,
12.9e6,caps hf ps1 4 31 4 48,-5.33435034483E-001,+7.48310328201E-001,+2.82744333574E-001,+9.28380234199E-002,+2.83007936777E-001,+9.26669058032E-002,+4.96353452148E-002,+9.09782884759E-001,
12.9e6,caps hf ps1 4 31 4 63,-5.33432924468E-001,+7.48426400141E-001,+2.82375734499E-001,+8.92816497707E-002,+2.82588259684E-001,+8.94991124902E-002,+6.78696855083E-002,+9.08488047645E-001,
12.9e6,caps hf ps1 4 31 5 0,-5.33873826314E-001,+7.48652028428E-001,+2.82007965192E-001,+8.93117711506E-002,+2.81967974351E-001,+8.89796645593E-002,+7.10549285750E-002,+9.08834027663E-001,
12.9e6,caps hf ps1 4 31 5 15,-5.34268899450E-001,+7.48419547327E-001,+2.81532000493E-001,+8.59848924392E-002,+2.81806243570E-001,+8.53666900155E-002,+8.87791807451E-002,+9.07973553047E-001,
12.9e6,caps hf ps1 4 31 5 16,-5.34068403214E-001,+7.49260719669E-001,+2.81309574805E-001,+8.44930060972E-002,+2.81261191656E-001,+8.50537931643E-002,+9.34935642167E-002,+9.08012460762E-001,
12.9e6,caps hf ps1 4 31 5 31,-5.34868965184E-001,+7.49208484269E-001,+2.80694470999E-001,+8.23488664589E-002,+2.80429414793E-001,+8.18427451331E-002,+1.10944769201E-001,+9.07516074661E-001,
12.9e6,caps hf ps1 4 31 5 32,-5.34938342315E-001,+7.48466382895E-001,+2.80055715923E-001,+8.04781144634E-002,+2.80311302477E-001,+8.06265000428E-002,+1.17857062987E-001,+9.06472161099E-001,
12.9e6,caps hf ps1 4 31 5 47,-5.36029881819E-001,+7.49533758324E-001,+2.79603694501E-001,+7.76272635376E-002,+2.79688498017E-001,+7.82885229150E-002,+1.33994945049E-001,+9.04837601030E-001,
12.9e6,caps hf ps1 4 31 5 48,-5.35649403762E-001,+7.50031626795E-001,+2.79235764893E-001,+7.72840901436E-002,+2.79367654800E-001,+7.69858577744E-002,+1.39045768287E-001,+9.04417793949E-001,
12.9e6,caps hf ps1 4 31 5 63,-5.36404222452E-001,+7.49850058439E-001,+2.78340240857E-001,+7.47652608733E-002,+2.78497301063E-001,+7.45225385187E-002,+1.54268023167E-001,+9.01985279168E-001,
12.9e6,caps hf ps1 4 31 6 0,-5.35621541766E-001,+7.49095817479E-001,+2.78401690498E-001,+7.44958508469E-002,+2.78793755896E-001,+7.44395568097E-002,+1.52738401234E-001,+9.03641895940E-001,
12.9e6,caps hf ps1 4 31 6 15,-5.36534366081E-001,+7.49111301137E-001,+2.77683626210E-001,+7.22680404976E-002,+2.77758876960E-001,+7.23362059382E-002,+1.66804532758E-001,+9.01063013501E-001,
12.9e6,caps hf ps1 4 31 6 16,-5.36600202675E-001,+7.49967338482E-001,+2.77723062131E-001,+7.17159418543E-002,+2.77782298487E-001,+7.13875544889E-002,+1.71455002395E-001,+8.99641309407E-001,
12.9e6,caps hf ps1 4 31 6 31,-5.36724842336E-001,+7.49306319013E-001,+2.76596882314E-001,+6.93162398352E-002,+2.76577839951E-001,+6.92596833472E-002,+1.84977659156E-001,+8.97751089912E-001,
12.9e6,caps hf ps1 4 31 6 32,-5.36749643104E-001,+7.49627487721E-001,+2.75377613496E-001,+6.84263101749E-002,+2.76365536051E-001,+6.81406588287E-002,+1.91675498837E-001,+8.96385637795E-001,
12.9e6,caps hf ps1 4 31 6 47,-5.38204118871E-001,+7.50738304411E-001,+2.75774285436E-001,+6.54604563011E-002,+2.75762579947E-001,+6.55016333620E-002,+2.05635508858E-001,+8.94538865778E-001,
12.9e6,caps hf ps1 4 31 6 48,-5.37018123791E-001,+7.50317878953E-001,+2.74971680430E-001,+6.45380381940E-002,+2.75714582289E-001,+6.53340752510E-002,+2.08344091742E-001,+8.94515282247E-001,
12.9e6,caps hf ps1 4 31 6 63,-5.38633566425E-001,+7.49931833990E-001,+2.74500317028E-001,+6.29997252882E-002,+2.74428264396E-001,+6.26797149637E-002,+2.22345924074E-001,+8.90566544506E-001,
12.9e6,caps hf ps1 4 32 0 0,-5.06314427475E-001,+7.51701375585E-001,+2.48590853859E-001,+2.20811274741E-001,+2.48779472891E-001,+2.21654033137E-001,-6.47029228933E-001,+6.14447761820E-001,
12.9e6,caps hf ps1 4 32 0 15,-5.07654294328E-001,+7.51145047499E-001,+2.53068024761E-001,+2.14639868864E-001,+2.53235611604E-001,+2.14945143242E-001,-6.15192897004E-001,+6.46216800085E-001,
12.9e6,caps hf ps1 4 32 0 16,-5.07439577804E-001,+7.51875705786E-001,+2.54997614117E-001,+2.12803640818E-001,+2.55174497584E-001,+2.12902166164E-001,-6.05009802739E-001,+6.56863050954E-001,
12.9e6,caps hf ps1 4 32 0 31,-5.09152087376E-001,+7.50612026685E-001,+2.58675308341E-001,+2.06204120644E-001,+2.58835201596E-001,+2.06245540311E-001,-5.72156731971E-001,+6.84290724083E-001,
12.9e6,caps hf ps1 4 32 0 32,-5.09890049528E-001,+7.50553690699E-001,+2.60718241979E-001,+2.02769216382E-001,+2.60724841482E-001,+2.03250997712E-001,-5.55469260570E-001,+6.99218591377E-001,
12.9e6,caps hf ps1 4 32 0 47,-5.10999093575E-001,+7.50359972575E-001,+2.64068621465E-001,+1.96566578604E-001,+2.64414161304E-001,+1.96587585176E-001,-5.22364585936E-001,+7.24293461009E-001,
12.9e6,caps hf ps1 4 32 0 48,-5.11183624461E-001,+7.50263570723E-001,+2.65375514724E-001,+1.94589196168E-001,+2.64778078722E-001,+1.95155067188E-001,-5.13759036225E-001,+7.30817286449E-001,
12.9e6,caps hf ps1 4 32 0 63,-5.11786113366E-001,+7.50452973521E-001,+2.67991169232E-001,+1.88394358238E-001,+2.68248541938E-001,+1.88490851909E-001,-4.80305716193E-001,+7.53234791959E-001,
12.9e6,caps hf ps1 4 32 1 0,-5.13003867667E-001,+7.49116503272E-001,+2.68693450063E-001,+1.86511224738E-001,+2.69433337439E-001,+1.86511704951E-001,-4.71501807773E-001,+7.61280967704E-001,
12.9e6,caps hf ps1 4 32 1 15,-5.14421093816E-001,+7.49568890230E-001,+2.71681479606E-001,+1.80507723958E-001,+2.71729024472E-001,+1.80787505812E-001,-4.38719790983E-001,+7.80469906657E-001,
12.9e6,caps hf ps1 4 32 1 16,-5.14969302109E-001,+7.49379663749E-001,+2.72100839801E-001,+1.78447394604E-001,+2.72946456943E-001,+1.78496916507E-001,-4.29622001804E-001,+7.86744021157E-001,
12.9e6,caps hf ps1 4 32 1 31,-5.15360850330E-001,+7.49176864365E-001,+2.74264175143E-001,+1.72671370952E-001,+2.74841247318E-001,+1.72573774132E-001,-3.98342669999E-001,+8.02578699095E-001,
12.9e6,caps hf ps1 4 32 1 32,-5.16325486546E-001,+7.50032024328E-001,+2.75234264707E-001,+1.69577412213E-001,+2.75398060560E-001,+1.69840639356E-001,-3.81988108123E-001,+8.11518490281E-001,
12.9e6,caps hf ps1 4 32 1 47,-5.17217945740E-001,+7.49196039884E-001,+2.76962643637E-001,+1.63805444087E-001,+2.77046173860E-001,+1.63692642214E-001,-3.50359782063E-001,+8.25650241037E-001,
12.9e6,caps hf ps1 4 32 1 48,-5.17505474159E-001,+7.48171187988E-001,+2.77222806596E-001,+1.61943820604E-001,+2.77883175823E-001,+1.62110853144E-001,-3.41914442560E-001,+8.30185130029E-001,
12.9e6,caps hf ps1 4 32 1 63,-5.18598424110E-001,+7.49275453624E-001,+2.78803871799E-001,+1.56714160209E-001,+2.78604048174E-001,+1.56616619479E-001,-3.11844883034E-001,+8.41940521989E-001,
12.9e6,caps hf ps1 4 32 2 0,-5.19034879121E-001,+7.48763723246E-001,+2.79143073982E-001,+1.53874396074E-001,+2.79319860069E-001,+1.53923472625E-001,-2.99587916369E-001,+8.47628545228E-001,
12.9e6,caps hf ps1 4 32 2 15,-5.20011448458E-001,+7.48943341096E-001,+2.79957952590E-001,+1.48523101595E-001,+2.80509119815E-001,+1.48816323579E-001,-2.71021142365E-001,+8.58093920929E-001,
12.9e6,caps hf ps1 4 32 2 16,-5.20432086599E-001,+7.48018517861E-001,+2.80204023206E-001,+1.47098829594E-001,+2.80406699877E-001,+1.47332014961E-001,-2.62549993558E-001,+8.61475422410E-001,
12.9e6,caps hf ps1 4 32 2 31,-5.20426310489E-001,+7.48810850097E-001,+2.80772307759E-001,+1.41968875438E-001,+2.81600532673E-001,+1.42504863492E-001,-2.34492719226E-001,+8.70332601253E-001,
12.9e6,caps hf ps1 4 32 2 32,-5.22250885428E-001,+7.49112636071E-001,+2.81866861403E-001,+1.39262849669E-001,+2.81431078887E-001,+1.38875874010E-001,-2.19649750167E-001,+8.74101670212E-001,
12.9e6,caps hf ps1 4 32 2 47,-5.22023582746E-001,+7.48939985602E-001,+2.82649076655E-001,+1.34736830613E-001,+2.81740407168E-001,+1.34734169258E-001,-1.93033124148E-001,+8.80658020276E-001,
12.9e6,caps hf ps1 4 32 2 48,-5.21967892405E-001,+7.49672091239E-001,+2.81391742614E-001,+1.32779812242E-001,+2.82008259772E-001,+1.33247652895E-001,-1.85218448373E-001,+8.83490277448E-001,
12.9e6,caps hf ps1 4 32 2 63,-5.23821519808E-001,+7.49146741552E-001,+2.82374693451E-001,+1.28651711513E-001,+2.82489283351E-001,+1.28991847760E-001,-1.59915299258E-001,+8.88465608331E-001,
12.9e6,caps hf ps1 4 32 3 0,-5.24064404281E-001,+7.49389321796E-001,+2.82422447595E-001,+1.26375172591E-001,+2.82799765250E-001,+1.26828354197E-001,-1.50507414524E-001,+8.91696458477E-001,
12.9e6,caps hf ps1 4 32 3 15,-5.24660416285E-001,+7.49835321876E-001,+2.82278470796E-001,+1.22078408863E-001,+2.82624836529E-001,+1.22197314682E-001,-1.24838249316E-001,+8.96068103558E-001,
12.9e6,caps hf ps1 4 32 3 16,-5.24951110327E-001,+7.49216101572E-001,+2.82565241640E-001,+1.20813519596E-001,+2.82604131406E-001,+1.20427946814E-001,-1.17726437868E-001,+8.97893911408E-001,
12.9e6,caps hf ps1 4 32 3 31,-5.25336481497E-001,+7.49446653125E-001,+2.82369467241E-001,+1.16846648874E-001,+2.82161265310E-001,+1.16409860211E-001,-9.38017712231E-002,+9.01100945476E-001,
12.9e6,caps hf ps1 4 32 3 32,-5.26294653188E-001,+7.50161906298E-001,+2.82342761908E-001,+1.14531797694E-001,+2.83076596615E-001,+1.14710091633E-001,-8.28819178281E-002,+9.02863325608E-001,
12.9e6,caps hf ps1 4 32 3 47,-5.26851711773E-001,+7.50333150198E-001,+2.82533389092E-001,+1.10266318963E-001,+2.82252410789E-001,+1.10442592179E-001,-5.93894836191E-002,+9.04862818642E-001,
12.9e6,caps hf ps1 4 32 3 48,-5.26630240835E-001,+7.49913153468E-001,+2.81575357835E-001,+1.08816713045E-001,+2.82624946802E-001,+1.09168241833E-001,-5.21800771979E-002,+9.06154525893E-001,
12.9e6,caps hf ps1 4 32 3 63,-5.27765618216E-001,+7.49686516640E-001,+2.81752403227E-001,+1.05729905788E-001,+2.81854980938E-001,+1.05786104436E-001,-3.11949635729E-002,+9.07629575365E-001,
